name,steam_appid,detailed_description,about_the_game,short_description,total_recommendations
Dream Three Kingdoms 2,2009390,"《梦三国2》是由杭州电魂网络科技股份有限公司自主研发的一款将RTS元素融合到RPG网游中的即时战略网络游戏，于2015年3月26日正式运营。该作保留了前作的三国文化背景，继承了其特色玩法，优化了画面和操作体验，还基于玩家们的需求提供了有趣新颖的地图和系统  。<br />
2021年11月5日，《梦三国2》入选为第19届“亚洲运动会”电竞比赛项目。<br />
<br />
游戏主要分为PVP玩家之间的对战和PVE以三国历史故事为背景的合作关卡为主，玩家选择不同的英雄，参与各种竞技场的挑战，通过团队、国家的配合以及个人的操作意识来击败对手，取得最终胜利  。<br />
梦三国2中PVP的竞技地图有“娱乐*三国无双“、”英霸*天命无双“、”天命*荆州争霸“、”官渡之战“、”天命*官渡“、”三国志大战“等10多张公平竞技地图。<br />
游戏开始前，玩家可以从130多名三国英雄中选择自己想操控的英雄进行战斗。在竞技地图，需要与队友合作击败对手达成一定次数，或者推掉对方基地来取得游戏的胜利。<br />
<br />
PVE副本地图有“黄巾入侵“、“虎牢关大战“、“江东平定战“、“千里走单骑“、“三顾茅庐“等50多张副本地图。<br />
副本地图会带入玩家装备属性进行作战，提前制作与强化装备，会让你在PVE地图中如虎添翼。在副本地图，需要与队友合作，根据副本条件，通关副本取得游戏的胜利。<br />
梦三国2世界里，诸位三国名将的命运，历史如何演变，这一切将由玩家来亲身体验和作出抉择。<br />
<br />
注意：<br />
本游戏含有内购<br />
需系统语言环境设置为简体中文，才可正确启动梦三国2。","《梦三国2》是由杭州电魂网络科技股份有限公司自主研发的一款将RTS元素融合到RPG网游中的即时战略网络游戏，于2015年3月26日正式运营。该作保留了前作的三国文化背景，继承了其特色玩法，优化了画面和操作体验，还基于玩家们的需求提供了有趣新颖的地图和系统  。<br />
2021年11月5日，《梦三国2》入选为第19届“亚洲运动会”电竞比赛项目。<br />
<br />
游戏主要分为PVP玩家之间的对战和PVE以三国历史故事为背景的合作关卡为主，玩家选择不同的英雄，参与各种竞技场的挑战，通过团队、国家的配合以及个人的操作意识来击败对手，取得最终胜利  。<br />
梦三国2中PVP的竞技地图有“娱乐*三国无双“、”英霸*天命无双“、”天命*荆州争霸“、”官渡之战“、”天命*官渡“、”三国志大战“等10多张公平竞技地图。<br />
游戏开始前，玩家可以从130多名三国英雄中选择自己想操控的英雄进行战斗。在竞技地图，需要与队友合作击败对手达成一定次数，或者推掉对方基地来取得游戏的胜利。<br />
<br />
PVE副本地图有“黄巾入侵“、“虎牢关大战“、“江东平定战“、“千里走单骑“、“三顾茅庐“等50多张副本地图。<br />
副本地图会带入玩家装备属性进行作战，提前制作与强化装备，会让你在PVE地图中如虎添翼。在副本地图，需要与队友合作，根据副本条件，通关副本取得游戏的胜利。<br />
梦三国2世界里，诸位三国名将的命运，历史如何演变，这一切将由玩家来亲身体验和作出抉择。<br />
<br />
注意：<br />
本游戏含有内购<br />
需系统语言环境设置为简体中文，才可正确启动梦三国2。",国风与电竞的碰撞、讲好三国故事。在梦三国游戏中玩家选择不同的三国英雄，参与各种PVP的竞技场的挑战或三国背景的PVE副本，通过团队、国家的配合以及个人的操作意识来击败对手，取得最终胜利。 梦三国2世界里，诸位三国名将的命运，历史如何演变，这一切将由玩家来亲身体验和作出抉择。,0
War of Wizards,2009460,"If you are interested in War of Wizards, don't forget to wishlist and follow us!<br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2009460/extras/WishlistGif.gif?t=1678420623"" /><br><br>You can also find us in our community:<br><br><a href=""https://steamcommunity.com/linkfilter/?url=https://discord.gg/wowvr"" target=""_blank"" rel="" noopener""  ><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2009460/extras/banner.png?t=1678420623"" /></a><br><br>War of Wizards is a competitive VR MOBA game that combines unique spell-casting mechanics and tower defense strategies to bring you a VR experience like no other. <br><br>In War of Wizards, you don't just cast spells - you draw them with your VR controllers! And their power is fully determined by how you draw them! With prompts in-game, you don't need to remember the spells - you just need to focus on the strategy.<br><br>As a wizard player, you'll enter epic magic battles where every move counts. With a mission to destroy the enemy wizard's crystal while protecting your own, you need to carefully build your magic deck, quickly respond to changes on the battlefield, use the best spell counter at the right moment and lead your minions to victory! <br><br>With the option to play against strangers, friends, or AI bots, every match is a new and exciting adventure, which will keep you engaged and entertained for hours!<br><br>Key features:<br>- Tower defense gameplay that rewards quick thinking, strategic planning, time management, and leadership<br>- Unique spell-casting mechanics that let you feel like a true master of magic<br>- Magic power determined by the size and accuracy of the spells you draw<br>- Dodge enemy attacks with your body movements<br>- Balanced spell repertoire for you to explore and experiment<br>- Fancy avatars and wands for you to stand out<br>- Multiple game modes - challenge your friends, players in online matches, players in our discord community or different levels of AI bots<br>- Continuous updates &amp; support!<br><br>Draw to cast spells, unlock your magic talents, and dominate the battlefield TODAY!","If you are interested in War of Wizards, don't forget to wishlist and follow us!<br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2009460/extras/WishlistGif.gif?t=1678420623"" /><br><br>You can also find us in our community:<br><br><a href=""https://steamcommunity.com/linkfilter/?url=https://discord.gg/wowvr"" target=""_blank"" rel="" noopener""  ><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2009460/extras/banner.png?t=1678420623"" /></a><br><br>War of Wizards is a competitive VR MOBA game that combines unique spell-casting mechanics and tower defense strategies to bring you a VR experience like no other. <br><br>In War of Wizards, you don't just cast spells - you draw them with your VR controllers! And their power is fully determined by how you draw them! With prompts in-game, you don't need to remember the spells - you just need to focus on the strategy.<br><br>As a wizard player, you'll enter epic magic battles where every move counts. With a mission to destroy the enemy wizard's crystal while protecting your own, you need to carefully build your magic deck, quickly respond to changes on the battlefield, use the best spell counter at the right moment and lead your minions to victory! <br><br>With the option to play against strangers, friends, or AI bots, every match is a new and exciting adventure, which will keep you engaged and entertained for hours!<br><br>Key features:<br>- Tower defense gameplay that rewards quick thinking, strategic planning, time management, and leadership<br>- Unique spell-casting mechanics that let you feel like a true master of magic<br>- Magic power determined by the size and accuracy of the spells you draw<br>- Dodge enemy attacks with your body movements<br>- Balanced spell repertoire for you to explore and experiment<br>- Fancy avatars and wands for you to stand out<br>- Multiple game modes - challenge your friends, players in online matches, players in our discord community or different levels of AI bots<br>- Continuous updates &amp; support!<br><br>Draw to cast spells, unlock your magic talents, and dominate the battlefield TODAY!","Draw &amp; cast your spells! Sharpen your magic skills with other players in VR! War of Wizards is a competitive VR MOBA game, where you fight in battles with other players by drawing magic spells. The bigger and more accurate you draw them, the stronger they are!",0
What's Missing?,2009500,"<img src=""https://cdn.akamai.steamstatic.com/steam/apps/2009500/extras/gif1.gif?t=1655292079"" /><br><strong>What's Missing?</strong> Is a first-person surreal puzzle game where you'll explore the never-ending loop of <i>(almost)</i> identical rooms. Spot the differences in order to escape this infinite magical loop of rooms.<br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2009500/extras/gif2.gif?t=1655292079"" /><h2 class=""bb_tag"">SPOT THE DIFFERENCES ON A NEXT LEVEL </h2>Challenge yourself with a fast ray of unique levels that makes you to think <i>&quot;outside the box&quot;</i>, as besides physical objects, other abstract aspects might change as well like gravity, color, time etc. Explore these levels in different area's from a magical panetarium to the floating garden.<br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2009500/extras/gif3.gif?t=1655292079"" /><h2 class=""bb_tag"">UNCOVER A DARK PAST</h2>Follow Gregory's journey to escape this magical loop. But in order to escape, he must confront his dark past.","<img src=""https://cdn.akamai.steamstatic.com/steam/apps/2009500/extras/gif1.gif?t=1655292079"" /><br><strong>What's Missing?</strong> Is a first-person surreal puzzle game where you'll explore the never-ending loop of <i>(almost)</i> identical rooms. Spot the differences in order to escape this infinite magical loop of rooms.<br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2009500/extras/gif2.gif?t=1655292079"" /><h2 class=""bb_tag"">SPOT THE DIFFERENCES ON A NEXT LEVEL </h2>Challenge yourself with a fast ray of unique levels that makes you to think <i>&quot;outside the box&quot;</i>, as besides physical objects, other abstract aspects might change as well like gravity, color, time etc. Explore these levels in different area's from a magical panetarium to the floating garden.<br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2009500/extras/gif3.gif?t=1655292079"" /><h2 class=""bb_tag"">UNCOVER A DARK PAST</h2>Follow Gregory's journey to escape this magical loop. But in order to escape, he must confront his dark past.","What's Missing? is a first-person, surreal puzzle game where you spot the differences between repeating identical rooms. Explore the limits of changes as it goes beyond just physical objects. Follow Gregory's journey to escape this magical loop and unveil the mystery of his dark past...",0
Chess Variants - Omnichess,2009510,"Omnichess is the game that allows you to design and play your very own chess variants!  With AI and online play there are a huge variety of options including:<br />
<br />
👫   2 - 8 players. All against all or team based play. <br />
<br />
⭐   Square, hexagonal, or triangular tiled chess boards.<br />
<br />
🥇   Win conditions including Checkmate, Play for points, Tile capture, and Annihilation. <br />
<br />
⌛   Interval, Bronstein, and Hour Glass timer options.   <br />
<br />
🕓   Asymmetric move timers. Give yourself extra move time against a more experienced player to even the odds.<br />
<br />
♟   Fun rule alterations like enabling en passant on bishops or castling on any pair of pieces!<br />
<br />
👾   Define how a chess piece moves and choose from over 40 piece icons","Omnichess is the game that allows you to design and play your very own chess variants!  With AI and online play there are a huge variety of options including:<br />
<br />
👫   2 - 8 players. All against all or team based play. <br />
<br />
⭐   Square, hexagonal, or triangular tiled chess boards.<br />
<br />
🥇   Win conditions including Checkmate, Play for points, Tile capture, and Annihilation. <br />
<br />
⌛   Interval, Bronstein, and Hour Glass timer options.   <br />
<br />
🕓   Asymmetric move timers. Give yourself extra move time against a more experienced player to even the odds.<br />
<br />
♟   Fun rule alterations like enabling en passant on bishops or castling on any pair of pieces!<br />
<br />
👾   Define how a chess piece moves and choose from over 40 piece icons",Omnichess is the game that allows you to design and play your very own chess variants! With AI and online play there are a huge variety of options.,0
Music Man,2009560,"<h2 class=""bb_tag"">STORY:</h2><br>Player are young man whose mission is collect all blue music notes at different levels. Then when all notes collected player can use Piano and open portal and finish levels. There are 2 big levels. Levels contain flying enemy with missiles to avoid. Player can find notes at different place at levels and some notes are hidden at boxes which can open by hitting them. Also player need collect coins. Coins can be used to unlock different jumping and moving platforms. Coins are hidden at levels and different barrels. So be the music hero and collect all notes. If you die or quit game you need start from starting point again<h2 class=""bb_tag"">FEATURES:</h2>- 2 big open worlds which include lot of collectables <br>- collect all music notes to finish level<br>- flying enemies with rockets<br>- Collect coins to unlock different platforms<br>- Jumping and moving platforms.<br>- Collect hearts to increase health<br>- Power collectables<br>- Treasure chest which include coins and can be opened with keys<br>- Barrels and boxes which contains coins and notes<br>- Piano and portal which can be used after all notes collected","<h2 class=""bb_tag"">STORY:</h2><br>Player are young man whose mission is collect all blue music notes at different levels. Then when all notes collected player can use Piano and open portal and finish levels. There are 2 big levels. Levels contain flying enemy with missiles to avoid. Player can find notes at different place at levels and some notes are hidden at boxes which can open by hitting them. Also player need collect coins. Coins can be used to unlock different jumping and moving platforms. Coins are hidden at levels and different barrels. So be the music hero and collect all notes. If you die or quit game you need start from starting point again<h2 class=""bb_tag"">FEATURES:</h2>- 2 big open worlds which include lot of collectables <br>- collect all music notes to finish level<br>- flying enemies with rockets<br>- Collect coins to unlock different platforms<br>- Jumping and moving platforms.<br>- Collect hearts to increase health<br>- Power collectables<br>- Treasure chest which include coins and can be opened with keys<br>- Barrels and boxes which contains coins and notes<br>- Piano and portal which can be used after all notes collected",Collect all music notes in 2 different big worlds to finish maps. Beware dangerous enemies and use platforms to move forward.,0
Knight And Mourning,2008820,"Knight And Mourning is a fast-paced, rage-inducing 2D platformer where you are on a mission to find your lost sword. Run, jump, dodge spikes, and suffer. Also, your family is dead.<br><br><strong><h2 class=""bb_tag"">FEATURES</h2></strong><br><strong><ul class=""bb_ul""><li> A Level Editor<br></li><li> Over 90 Levels of pure pain! (There's 100, make sure to tell Justin)<br></li><li> 9+ worlds, each with a new mechanic! (each one will make you cry)<br></li><li> At least one NPC (are there more?)<br></li><li> A game mode that makes you question your sanity<br></li><li> Over 23 secrets! (there's 24, but don't tell Justin)<br></li><li> VERY speed-run-able! (if you don't like touching grass)<br></li><li> A story (I think, I can't remember)</li></ul></strong><br>If you don't think that the game is worth buying, look at what our definitely real, not fake customers have to say!<br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2008820/extras/kprofile.png?t=1681963439"" /> <i>&quot;I rate it 10/10 because I'm emotionally unstable.&quot; - Knight that is Mourning</i><br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2008820/extras/kprofile.png?t=1681963439"" /> <i>&quot;This game ate my pencil and kissed my rat. I rate it 11/10 because I have no life.&quot; <br> - Indecisive Knight</i><br><br><strong>Buy it if you're still here!</strong><br><br><a href=""https://store.steampowered.com/app/2008820/Knight_And_Mourning/"" target=""_blank"" rel=""""  id=""dynamiclink_0"" >https://store.steampowered.com/app/2008820/Knight_And_Mourning/</a>","Knight And Mourning is a fast-paced, rage-inducing 2D platformer where you are on a mission to find your lost sword. Run, jump, dodge spikes, and suffer. Also, your family is dead.<br><br><strong><h2 class=""bb_tag"">FEATURES</h2></strong><br><strong><ul class=""bb_ul""><li> A Level Editor<br></li><li> Over 90 Levels of pure pain! (There's 100, make sure to tell Justin)<br></li><li> 9+ worlds, each with a new mechanic! (each one will make you cry)<br></li><li> At least one NPC (are there more?)<br></li><li> A game mode that makes you question your sanity<br></li><li> Over 23 secrets! (there's 24, but don't tell Justin)<br></li><li> VERY speed-run-able! (if you don't like touching grass)<br></li><li> A story (I think, I can't remember)</li></ul></strong><br>If you don't think that the game is worth buying, look at what our definitely real, not fake customers have to say!<br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2008820/extras/kprofile.png?t=1681963439"" /> <i>&quot;I rate it 10/10 because I'm emotionally unstable.&quot; - Knight that is Mourning</i><br><br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2008820/extras/kprofile.png?t=1681963439"" /> <i>&quot;This game ate my pencil and kissed my rat. I rate it 11/10 because I have no life.&quot; <br> - Indecisive Knight</i><br><br><strong>Buy it if you're still here!</strong><br><br><a href=""https://store.steampowered.com/app/2008820/Knight_And_Mourning/"" target=""_blank"" rel=""""  id=""dynamiclink_1"" >https://store.steampowered.com/app/2008820/Knight_And_Mourning/</a>","Do you like 2D platformers? Are you constantly complaining about how bad you are at them? Well, continue to complain! Even if you think you are good at Knight And Mourning, you aren't.",0
Cube Decider,2008850,"You are a Cube with a sword; your default stats values are 1 damage point, 5 health points and 0 armor points.<br><br>Your stats reset to the default values at the beginning of each game level. Then while you are making the way through the level, stats are changed depending on taken power-ups and defeated enemies.<br><br>You initiate all attacks and decide whom to attack first. The fight is turn based. After you attack an enemy, the enemy will attack in turn if it is still alive.<br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2008850/extras/CubeDecider_Battle.gif?t=1658706079"" /><br><br>You can “die” if your health becomes below zero; but you can make successful attack even having zero health points. If you die, you will have to start the level from the beginning.  Also you can restart the current level any time.<br><br>You task is to attack enemies in the right order to have enough health, damage, and armor to be able to make it through the level to the exit point.<h2 class=""bb_tag"">Features:</h2><br><ul class=""bb_ul""><li>50 levels<br></li><li>4 bonus levels<br></li><li>4 power-ups types<br></li><li>28 collectible cards<br></li><li>turn based fights</li></ul>","You are a Cube with a sword; your default stats values are 1 damage point, 5 health points and 0 armor points.<br><br>Your stats reset to the default values at the beginning of each game level. Then while you are making the way through the level, stats are changed depending on taken power-ups and defeated enemies.<br><br>You initiate all attacks and decide whom to attack first. The fight is turn based. After you attack an enemy, the enemy will attack in turn if it is still alive.<br><img src=""https://cdn.akamai.steamstatic.com/steam/apps/2008850/extras/CubeDecider_Battle.gif?t=1658706079"" /><br><br>You can “die” if your health becomes below zero; but you can make successful attack even having zero health points. If you die, you will have to start the level from the beginning.  Also you can restart the current level any time.<br><br>You task is to attack enemies in the right order to have enough health, damage, and armor to be able to make it through the level to the exit point.<h2 class=""bb_tag"">Features:</h2><br><ul class=""bb_ul""><li>50 levels<br></li><li>4 bonus levels<br></li><li>4 power-ups types<br></li><li>28 collectible cards<br></li><li>turn based fights</li></ul>",Cube Decider is a logic puzzle game with RPG elements where you need to make your way through each level collecting power-up and deciding whom and when to attack using your logic and arithmetic skills.,0
Atomic Escape,2008860,"<strong>Point and Click Gameplay</strong><br>Classic Point and Click Fun with modern mechanics, Explore A Beautiful Atomic Ranch with an underground secret facility, Search for clues, Find Items and Solve Puzzles, no Hidden Objects or pixel hunting.<br><br><strong>3D Fast Real Time Graphics</strong><br>Discover a Beautiful Retro futuristic world rendered with colorful high-quality graphics, move fast between scenes with responsive controls, solve clever puzzles taking advantage of 3D puzzle Design.<br><br><strong>Challenging Fun to Solve Puzzles</strong><br>Well Designed and Balanced Puzzles that are fun to solve for the experimented puzzler and friendly for brand new players, All the Puzzles are designed to feel Challenging yet not frustrating.<br><br><strong>Beyond this World Storyline</strong><br>Solve an Atomic Space Travel Conundrum, Discover the amazing secret hidden under an apparently regular Mid Century Atomic Ranch, Crack the codes to Access the Confidential files to reveal the truth about a profound Conspiracy.","<strong>Point and Click Gameplay</strong><br>Classic Point and Click Fun with modern mechanics, Explore A Beautiful Atomic Ranch with an underground secret facility, Search for clues, Find Items and Solve Puzzles, no Hidden Objects or pixel hunting.<br><br><strong>3D Fast Real Time Graphics</strong><br>Discover a Beautiful Retro futuristic world rendered with colorful high-quality graphics, move fast between scenes with responsive controls, solve clever puzzles taking advantage of 3D puzzle Design.<br><br><strong>Challenging Fun to Solve Puzzles</strong><br>Well Designed and Balanced Puzzles that are fun to solve for the experimented puzzler and friendly for brand new players, All the Puzzles are designed to feel Challenging yet not frustrating.<br><br><strong>Beyond this World Storyline</strong><br>Solve an Atomic Space Travel Conundrum, Discover the amazing secret hidden under an apparently regular Mid Century Atomic Ranch, Crack the codes to Access the Confidential files to reveal the truth about a profound Conspiracy.",Uncover a profound secret conspiracy solving puzzles and cracking codes to access the confidential files from a secret space travel project in this first person point and click adventure game set in a beautiful mid century atomic age ranch.,0
The Dead Sea Scrolls Adventure,2008870,"<i>The Dead Sea Scrolls Adventure</i> aims to greatly enhance the learning objectives of the course, JST 3144: Dead Sea Scrolls, in an enjoyable manner for the students playing it at University of Central Florida. Players play as Dr. Jerusalem Jones, an explorer set on finding out the history behind the 7 major Dead Sea Scrolls. Along the way, the player gets to meet a whole cast of characters and traverse across the deserts and caves near the Dead Sea as well as the streets of Bethlehem to learn about the history behind these relics. Players will be quizzed along the way to test their knowledge!<br><br><i>The Dead Sea Scrolls Adventure</i> was developed by Cave3 Studios, a group of students at the Florida Interactive Entertainment Academy, over the course of three months.<br><br><u>Key Features:</u><br><ul class=""bb_ul""><li> A range of historical characters with voice narration<br></li><li> Educational conversations and quizzes<br></li><li> Multiple locations<br></li><li> Interactive Maps</li></ul><br><u>Controls:</u><br><ul class=""bb_ul""><li>WASD to Move<br></li><li>Mouse to Look<br></li><li>Space to Interact<br></li><li>ESC to Quit</li></ul>","<i>The Dead Sea Scrolls Adventure</i> aims to greatly enhance the learning objectives of the course, JST 3144: Dead Sea Scrolls, in an enjoyable manner for the students playing it at University of Central Florida. Players play as Dr. Jerusalem Jones, an explorer set on finding out the history behind the 7 major Dead Sea Scrolls. Along the way, the player gets to meet a whole cast of characters and traverse across the deserts and caves near the Dead Sea as well as the streets of Bethlehem to learn about the history behind these relics. Players will be quizzed along the way to test their knowledge!<br><br><i>The Dead Sea Scrolls Adventure</i> was developed by Cave3 Studios, a group of students at the Florida Interactive Entertainment Academy, over the course of three months.<br><br><u>Key Features:</u><br><ul class=""bb_ul""><li> A range of historical characters with voice narration<br></li><li> Educational conversations and quizzes<br></li><li> Multiple locations<br></li><li> Interactive Maps</li></ul><br><u>Controls:</u><br><ul class=""bb_ul""><li>WASD to Move<br></li><li>Mouse to Look<br></li><li>Space to Interact<br></li><li>ESC to Quit</li></ul>","Play as Dr. Jerusalem Jones, an explorer set on finding out the history behind the 7 major Dead Sea Scrolls. Along the way, the player gets to meet a whole cast of characters and traverse across the deserts and caves near the Dead Sea and Bethlehem to learn about the history behind these relics.",0
The Last Citadel Playtest,2008890,,,,0
Lorelei and the Laser Eyes,2008920,"The stage is set. Imagine an old baroque manor, perhaps a hotel or a museum, somewhere in central Europe. A woman wanders in search of answers. <br />
<br />
An international auteur. What does he want?<br />
An aristocratic artist. Who killed her?<br />
A vagabond illusionist. Who is he?<br />
<br />
And you, the wandering woman. Why are you here?<br />
<br />
Watch carefully, observe.<br />
Numbers. Patterns. Puzzles.<br />
Are they all part of a macabre game, a complot, a simple treasure hunt?<br />
<br />
We invite you to take a journey into the nightmarish surreality, and answer these questions to solve the enigma of<br />
<br />
”Lorelei and the Laser Eyes”<br />
<br />
  a non-linear    adventure <br />
<br />
puzzle <br />
   <br />
no<br />
<br />
      place, yes, place<br />
<br />
         <br />
<br />
 coming       to<br />
<br />
this  scr e  e        n <br />
<br />
<br />
<br />
       2<br />
0<br />
<br />
  2<br />
<br />
<br />
       3","The stage is set. Imagine an old baroque manor, perhaps a hotel or a museum, somewhere in central Europe. A woman wanders in search of answers. <br />
<br />
An international auteur. What does he want?<br />
An aristocratic artist. Who killed her?<br />
A vagabond illusionist. Who is he?<br />
<br />
And you, the wandering woman. Why are you here?<br />
<br />
Watch carefully, observe.<br />
Numbers. Patterns. Puzzles.<br />
Are they all part of a macabre game, a complot, a simple treasure hunt?<br />
<br />
We invite you to take a journey into the nightmarish surreality, and answer these questions to solve the enigma of<br />
<br />
”Lorelei and the Laser Eyes”<br />
<br />
  a non-linear    adventure <br />
<br />
puzzle <br />
   <br />
no<br />
<br />
      place, yes, place<br />
<br />
         <br />
<br />
 coming       to<br />
<br />
this  scr e  e        n <br />
<br />
<br />
<br />
       2<br />
0<br />
<br />
  2<br />
<br />
<br />
       3","The stage is set. Imagine an old baroque manor, perhaps a hotel or a museum, somewhere in central Europe. A woman wanders in search of answers.",0
Living Legends: Bound by Wishes Collector's Edition,2008930,"From 4Friends Games, the studio that created the Immortal Love series, comes the next enchanting tale in the Living Legends library!<br />
<br />
In the town of Wishville, every dream can come true, for the right price. Your husband Jack has gone there, but when he doesn’t return, you follow in his footsteps, discovering anything but a paradise. The town is threatened by enchanted roses that choke the life out of anyone who steps outside the town gates. Now these lingering souls need your help to fulfill their wish contracts so they can move on, but will you be able to save your beloved husband from meeting the same twisted fate? And who is sending the roses to kill the townspeople? The answers all lie in a beautiful castle, surrounded by a maze thick with the deadly roses. Solve all the mysteries in this enchanting hidden-object puzzle adventure game!<br />
<br />
The Collector's Edition includes:<br />
<br />
•	Uncover the secrets of the Raven King's lost treasury in the Bonus Game!<br />
•	Tons of hidden dragon items and morphing objects to find!<br />
•	Outwit Mr. Radcliffe with the strategy guide!<br />
•	Downloadable wallpapers to keep the love alive!<br />
•	Enjoy exclusive music, concept art, and more!","From 4Friends Games, the studio that created the Immortal Love series, comes the next enchanting tale in the Living Legends library!<br />
<br />
In the town of Wishville, every dream can come true, for the right price. Your husband Jack has gone there, but when he doesn’t return, you follow in his footsteps, discovering anything but a paradise. The town is threatened by enchanted roses that choke the life out of anyone who steps outside the town gates. Now these lingering souls need your help to fulfill their wish contracts so they can move on, but will you be able to save your beloved husband from meeting the same twisted fate? And who is sending the roses to kill the townspeople? The answers all lie in a beautiful castle, surrounded by a maze thick with the deadly roses. Solve all the mysteries in this enchanting hidden-object puzzle adventure game!<br />
<br />
The Collector's Edition includes:<br />
<br />
•	Uncover the secrets of the Raven King's lost treasury in the Bonus Game!<br />
•	Tons of hidden dragon items and morphing objects to find!<br />
•	Outwit Mr. Radcliffe with the strategy guide!<br />
•	Downloadable wallpapers to keep the love alive!<br />
•	Enjoy exclusive music, concept art, and more!","Every dream can come true, for the right price. Your husband Jack has gone there, but when he doesn’t return, you follow in his footsteps. The town is threatened by enchanted roses that choke the life out of anyone they ensnare. Can you save your husband from his deadly contract?",0
Russian Soldier Simulator,2008950,"This unique experience allows the player to see the perspective of the Russian soldier. Providing an overview of the military history of the largest country in the world, Russian Soldier Simulator includes references to the following conflicts:<br><br><ul class=""bb_ul""><li>Finland 1918<br></li><li>Poland 1920<br></li><li>Afghanistan 1979<br></li><li>Chechnya 1994 </li></ul><br>Each new playthrough immediately ends with the display of the death screen, which will contain the circumstances of the demise and some brilliant quotes. Discover all the variants of these descriptions to unlock new achievements.<br><br>As an anti-war and pacifist project, RSS is a free game. The developer, however, would like to encourage players to make donations to peaceful organizations supporting aid for Ukraine.","This unique experience allows the player to see the perspective of the Russian soldier. Providing an overview of the military history of the largest country in the world, Russian Soldier Simulator includes references to the following conflicts:<br><br><ul class=""bb_ul""><li>Finland 1918<br></li><li>Poland 1920<br></li><li>Afghanistan 1979<br></li><li>Chechnya 1994 </li></ul><br>Each new playthrough immediately ends with the display of the death screen, which will contain the circumstances of the demise and some brilliant quotes. Discover all the variants of these descriptions to unlock new achievements.<br><br>As an anti-war and pacifist project, RSS is a free game. The developer, however, would like to encourage players to make donations to peaceful organizations supporting aid for Ukraine.",View a war as it is seen by an individual soldier with Russian Soldier Simulator - a gaming experience evoking historical conflicts involving the Russian military. Customize your playthrough and get lost in inspiring quotations.,0
